,SGC ID for Component,Comp Acc Mass,mz,SMILES,IA,IA_Peak1,IA_Peak2,IA_Rs,IA_ΔRT,IA_Mean RT,k1,k2,IA_α,IB,IB_Peak1,IB_Peak2,IB_Rs,IB_ΔRT,IB_Mean RT,k1,k2,IB_α,IC,IC_Peak1,IC_Peak2,IC_Rs,IC_ΔRT,IC_Mean RT,k1,k2,IC_α,IG,IG_Peak1,IG_Peak2,IG_Rs,IG_ΔRT,IG_Mean RT,k1,k2,IG_α
2313,XS844117a,324.1950114,325.2022964,O=C(CC=1C=CC=2CCCCC2C1)N3CCCC(C3)N4C=NC=N4,GREEN,12.995,14.267,2.544,1.272,13.631,24.99,27.534,1.10180072,GREEN,12.964,13.519,1.11,0.555,13.2415,24.928,26.038,1.044528241,GREEN,20.521,20.941,0.84,0.42,20.731,40.042,41.882,1.045951751,GREEN,22.748,25.232,4.968,2.484,23.99,44.496,49.464,1.111650485
2314,XS840655b,321.1477268,322.1550118,C#CCN(C(=O)NC=1C=CC=NC1OC)C2CCC=3C=CC=CC32,single,,,,,,,,,single,,,,,,,,,GREEN,16.526,16.801,0.55,0.275,16.6635,32.052,33.602,1.048358917,GREEN,17.984,18.298,0.628,0.314,18.141,34.968,35.596,1.017959277
2315,XS844125a,321.1259458,322.1332308,CN1C=NN=C1C2CCCN(C2)S(=O)(=O)C=3C=CC=CC3N,single,,,,,,,,,GREEN,8.296,8.804,1.016,0.508,8.55,15.592,16.608,1.065161621,GREEN,12.74,12.963,0.446,0.223,12.8515,24.48,25.926,1.059068627,GREEN,9.478,11.068,3.18,1.59,10.273,17.956,21.136,1.177099577
2316,XS331437c,325.179027,326.186312,O=C(COC=1C=CC=2CCCC2C1)N3CCCC3CN4C=CC=N4,GREEN,14.568,15.149,1.162,0.581,14.8585,28.136,29.298,1.041299403,GREEN,13.04,13.217,0.354,0.177,13.1285,25.08,25.434,1.014114833,single,,,,,,,,,GREEN,23.293,26.569,6.552,3.276,24.931,45.586,52.138,1.143728338
2317,XS330370b,322.2004907,323.2077757,COCC1(CCCN1C(=O)C2=CC(=NN2C)C(C)(C)C)C(N)=O,single,,,,,,,,,GREEN,7.463,7.78,0.634,0.317,7.6215,13.926,14.56,1.045526354,GREEN,10.691,11.543,1.704,0.852,11.117,20.382,23.086,1.132666078,GREEN,9.938,22.384,24.892,12.446,16.161,18.876,43.768,2.318711591
2318,XS840334b,325.1426415,326.1499265,O=C(NCC1OC(=O)CC21CCC2)NC=3C=CC4=CC=CC=C4N3,GREEN,13.718,14.151,0.866,0.433,13.9345,26.436,27.302,1.03275836,single,,,,,,,,,GREEN,17.072,18.522,2.9,1.45,17.797,33.144,37.044,1.117668356,GREEN,19.214,19.761,1.094,0.547,19.4875,37.428,38.522,1.029229454
2319,XS839184b,320.1736072,321.1808922,COCC1C=CCCN1C(=O)NCC=2C=CC(OC)=C(C2)OC,check,,,,,,,,,single,,,,,,,,,GREEN,15.793,16.79,1.994,0.997,16.2915,30.586,33.58,1.097887923,GREEN,14.289,14.68,0.782,0.391,14.4845,27.578,28.36,1.028355936
2320,XS844124a,324.1222404,325.1295254,COC=1C=CC=2CCC(NC3=NC=CN4C=C(N=C34)C(=O)O)C2C1,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2321,XS844121a,326.1630426,327.1703276,COC=1C=CC(=CC1)CCNC(=O)C2NCCOC=3C=CC=CC32,RED,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,
2322,XS844120a,322.1681279,323.1754129,CC(NC(=O)C=1C=CC=CC1)C(=O)NCC2(CC2)C=3C=CC=CC3,single,,,,,,,,,GREEN,10.312,10.517,0.41,0.205,10.4145,19.624,20.034,1.020892784,GREEN,11.466,12.294,1.656,0.828,11.88,21.932,24.588,1.121101587,GREEN,12.765,14.375,3.22,1.61,13.57,24.53,27.75,1.131267835
2323,XS844118a,324.0943916,325.1016766,O=S(=O)(C1=CNC=2C=CC=C(F)C12)N3CCOC(C3)C4CC4,single,,,,,,,,,single,,,,,,,,,GREEN,11.417,11.916,0.998,0.499,11.6665,21.834,23.832,1.091508656,GREEN,10.157,10.56,0.806,0.403,10.3585,19.314,20.12,1.041731387
2324,XS839166b,323.1633769,324.1706619,O=C1NCCNC=2C=C(C=CC12)C=3C=CC(=CC3)C4COCCN4,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2325,XS725040b,328.189926,329.197211,COC=1C=CC(=CC1)CC(=O)NC(C)C2=NN=C3CCCCCN23,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2326,XS803664b,331.1466813,332.1539663,CC(C)C1=CSC(=N1)NC(=O)C2CCCN(C2)C=3C=NC=CN3,GREEN,18.381,19.636,2.51,1.255,19.0085,35.762,38.272,1.070186231,single,,,,,,,,,GREEN,15.363,15.793,0.86,0.43,15.578,29.726,31.586,1.062571486,GREEN,26.637,27.789,2.304,1.152,27.213,52.274,54.578,1.044075449
2327,XS688665b,327.1582915,328.1655765,COC=1C=CC=CC1C2CN(CCN2)C(=O)C=3C=C(ON3)C4CC4,GREEN,5.405,6.806,2.802,1.401,6.1055,9.81,12.612,1.285626911,single,,,,,,,,,single,,,,,,,,,GREEN,6.813,7.415,1.204,0.602,7.114,12.626,13.83,1.095358783
2328,XS842360b,331.0887555,332.0960405,O=S1(=O)CCC(CN2CCCSCC2C(F)(F)F)CC1,RED,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,20.665,24.065,6.8,3.4,22.365,40.33,47.13,1.168608976
2329,XS585644b,329.128803,330.136088,CC(=O)NC1(CCN(C1)C=2C=CC(C#N)=CC2F)C3=NC(C)=NO3,single,,,,,,,,,single,,,,,,,,,GREEN,12.246,12.886,1.28,0.64,12.566,23.492,25.772,1.097054316,GREEN,10.465,10.781,0.632,0.316,10.623,19.93,20.562,1.031710988
2330,PK014822b,329.2103271,330.2176121,CC=1C=CC(=CC1NCC(=O)N2CCCC(C)C2)NC(=O)C3CC3,GREEN,12.918,13.072,0.308,0.154,12.995,24.836,25.144,1.012401353,check,,,,,,,,,GREEN,15.56,15.949,0.778,0.389,15.7545,30.12,31.898,1.059030544,GREEN,20.684,21.353,1.338,0.669,21.0185,40.368,41.706,1.033145065
2331,XS844139a,327.050004,328.057289,CC=1C=CC=C2C(=O)NC(NC12)C3=CSC(=N3)C=4C=CSC4,GREEN,13.65,16.732,6.164,3.082,15.191,26.3,32.464,1.234372624,GREEN,16.357,17.311,1.908,0.954,16.834,31.714,33.622,1.060162704,GREEN,15.793,16.205,0.824,0.412,15.999,30.586,32.41,1.059635127,GREEN,16.333,27.415,22.164,11.082,21.874,31.666,53.83,1.699930525
2332,XS844135a,327.121906,328.129191,COC=1N=CC=CC1C(=O)NC(C)C=2C=CC=3OCC(=O)NC3C2,check,,,,,,,,,GREEN,10.97,11.481,1.022,0.511,11.2255,20.94,21.962,1.048806113,GREEN,15.842,16.506,1.328,0.664,16.174,30.684,33.012,1.07587016,GREEN,16.992,26.101,18.218,9.109,21.5465,32.984,51.202,1.552328402
2333,XS844138a,330.07712,331.084405,CC1=NC=2C=C(C=CC2O1)NC(=O)C(C)OC=3C=CC(Cl)=CC3,GREEN,14.452,15.363,1.822,0.911,14.9075,27.904,29.726,1.065295298,single,,,,,,,,,check,,,,,,,,,GREEN,19.875,21,2.25,1.125,20.4375,38.75,41,1.058064516
2334,XS844134a,330.1150468,331.1223318,O=C(CC1SC=2C=CC=CC2NC1=O)NCCCN3C=CN=C3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2335,XS840555b,328.0017622,329.0090472,CC(OC(=O)C1=CC=CO1)C(=O)NC=2N=CC(Cl)=CC2Cl,GREEN,12.909,13.38,0.942,0.471,13.1445,24.818,25.76,1.037956322,single,,,,,,,,,GREEN,13.975,15.715,3.48,1.74,14.845,26.95,31.43,1.166233766,GREEN,17.516,18.546,2.06,1.03,18.031,34.032,36.092,1.060531265
2336,XS575269b,329.185175,330.19246,CC1=NN(C)C=C1C(=O)N2CCCCC2C3=NN=C(O3)C4CCC4,single,,,,,,,,,GREEN,9.062,9.253,0.382,0.191,9.1575,17.124,17.506,1.022307872,single,,,,,,,,,GREEN,16.916,17.449,1.066,0.533,17.1825,32.832,33.898,1.032468324
2337,XS838988b,330.1480612,331.1553462,CC(NC(=O)CC=1C=CC=C2C=3C=CC=CC3NC12)C=4C=NC=CN4,GREEN,12.909,13.303,0.788,0.394,13.106,24.818,25.606,1.031751148,single,,,,,,,,,single,,,,,,,,,GREEN,14.203,16.41,4.414,2.207,15.3065,27.406,31.82,1.161059622
2338,XS839279b,327.1695249,328.1768099,COC(C)COC=1C=CC(NC2=NC=CN3C(C)=NN=C23)=C(C)C1,single,,,,,,,,,check,,,,,,,,,check,,,,,,,,,single,,,,,,,,
2339,XS844131a,326.1742759,327.1815609,CC=1C=C(N(C)N1)N2CCC(C2=O)N3CCOC=4C=CC=CC4C3,GREEN,7.821,10.414,5.186,2.593,9.1175,14.642,19.828,1.354186587,single,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,
2340,XS844140a,330.2055761,331.2128611,CC(C)CCOC=1C=CC(=CC1)C(C)NC(=O)CCN2C=NC=N2,GREEN,11.104,12.112,2.016,1.008,11.608,21.208,23.224,1.095058469,GREEN,10.592,11.243,1.302,0.651,10.9175,20.184,21.486,1.06450654,GREEN,12.392,13.829,2.874,1.437,13.1105,23.784,27.658,1.16288261,GREEN,14.251,18.052,7.602,3.801,16.1515,27.502,35.104,1.276416261
2341,XS844132a,330.1691906,331.1764756,CCN1N=NC=2C=C(C=CC21)C(=O)OC(C)C(=O)NC3CCCC3,GREEN,11.421,12.66,2.478,1.239,12.0405,21.842,24.32,1.113451149,check,,,,,,,,,GREEN,16.79,17.053,0.526,0.263,16.9215,32.58,34.106,1.046838551,single,,,,,,,,
2342,XS605855b,328.1535405,329.1608255,CC(=O)N1CCC=2C=C(C=CC21)NC(C)C(=O)NC=3C=C(C)ON3,GREEN,12.208,17.824,11.232,5.616,15.016,23.416,34.648,1.479672019,single,,,,,,,,,GREEN,16.956,18.208,2.504,1.252,17.582,32.912,36.416,1.106465727,single,,,,,,,,
2343,XS844137a,328.1057053,329.1129903,CC(=O)NC1CCCN(C1)C(=O)C=2C=CC(=CC2)SC(F)F,GREEN,8.53,8.822,0.584,0.292,8.676,16.06,16.644,1.036363636,single,,,,,,,,,GREEN,10.314,10.527,0.426,0.213,10.4205,19.628,21.054,1.072651314,GREEN,9.487,10.273,1.572,0.786,9.88,17.974,19.546,1.087459664
2344,XS844130a,326.1855093,327.1927943,O=C(C=1C=CC(=NN1)N2CCCC2)N3CCCC(C3)N4C=CC=N4,single,,,,,,,,,single,,,,,,,,,GREEN,21.32,22.968,3.296,1.648,22.144,41.64,45.936,1.103170029,single,,,,,,,,
2345,XS516107b,331.1102958,332.1175808,CC=1C=CC(C#N)=CC1S(=O)(=O)N2CCCC2C3=NN=CN3C,single,,,,,,,,,check,,,,,,,,,GREEN,13.567,14.318,1.502,0.751,13.9425,26.134,28.636,1.095737354,single,,,,,,,,
2346,XS844133a,329.1739416,330.1812266,CCNC(=O)CC1CCCCN1C(=O)C2=CC=3N=C(C)C=CC3O2,single,,,,,,,,,single,,,,,,,,,GREEN,13.508,13.664,0.312,0.156,13.586,26.016,27.328,1.050430504,GREEN,11.874,14.07,4.392,2.196,12.972,22.748,27.14,1.193071918
2347,XS844129a,329.0946457,330.1019307,O=C(C1=CN=C2SC=CN2C1=O)N3CCCC(C3)N4C=CC=N4,GREEN,11.604,14.693,6.178,3.089,13.1485,22.208,28.386,1.27818804,GREEN,10.027,10.388,0.722,0.361,10.2075,19.054,19.776,1.037892306,GREEN,16.956,18.385,2.858,1.429,17.6705,32.912,36.77,1.117221682,single,,,,,,,,
2348,XS840941b,328.1786926,329.1859776,CN1CC(CC1=O)C(=O)N2CCC3(CCC=4C=CC=CC4O3)CC2,check,,,,,,,,,GREEN,13.002,14.044,2.084,1.042,13.523,25.004,27.088,1.083346665,GREEN,21.25,24.194,5.888,2.944,22.722,41.5,48.388,1.165975904,GREEN,21.915,28.654,13.478,6.739,25.2845,42.83,56.308,1.314685968
2349,XS844136a,328.1423071,329.1495921,COC=1C=C(C=CC1O)CNC(=O)NC2COC=3C=CC=CC3C2,single,,,,,,,,,single,,,,,,,,,GREEN,10.527,10.73,0.406,0.203,10.6285,20.054,21.46,1.070110701,GREEN,11.011,12.046,2.07,1.035,11.5285,21.022,23.092,1.098468271
2350,XS841082b,329.1487895,330.1560745,CC1=NN=C(O1)C2COCCN2C(=O)NC=3C=NC=4CCCC4C3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,9.832,13.044,6.424,3.212,11.438,18.664,25.088,1.344192027
2351,XS844149a,332.1736072,333.1808922,COC(=O)C=1C=CC=C(C1)NC(=O)C2CCCN2C(=O)C(C)(C)C,RED,,,,,,,,,single,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,
2352,XS697655b,336.1473925,337.1546775,COC=1C=CC=2NC=C(CCNC(=O)C3CC=4C=CC=CC4O3)C2C1,GREEN,12.17,12.515,0.69,0.345,12.3425,23.34,24.03,1.029562982,GREEN,14.13,15.012,1.764,0.882,14.571,27.26,29.024,1.064710198,GREEN,12.963,13.245,0.564,0.282,13.104,24.926,26.49,1.062745727,single,,,,,,,,
2353,XS844141a,332.1306969,333.1379819,CC=1C=CC=C2SC(=NC12)NC(=O)NC3CC(=O)N(C3)C(C)C,single,,,,,,,,,GREEN,13.739,18.962,10.446,5.223,16.3505,26.478,36.924,1.394516202,GREEN,16.293,18.65,4.714,2.357,17.4715,31.586,37.3,1.180902932,single,,,,,,,,
2354,XS844150a,332.1484551,333.1557401,COC=1C=C(C=CC1OCC(N)=O)C(=O)NC(C)CN2C=CN=C2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2355,XS844143a,335.1303625,336.1376475,COC=1C=CC(=CC1)C2=NN=C(O2)SCC(=O)NC(C)C(C)C,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,20.497,21.066,1.138,0.569,20.7815,39.994,41.132,1.028454268
2356,XS844146a,335.093977,336.101262,CC1=C(SC=2N=C(C)NC(=O)C12)C(=O)OC(C)C(=O)NC3CC3,single,,,,,,,,,GREEN,9.725,10.122,0.794,0.397,9.9235,18.45,19.244,1.04303523,GREEN,15.058,15.891,1.666,0.833,15.4745,29.116,31.782,1.091564775,GREEN,15.824,16.945,2.242,1.121,16.3845,30.648,32.89,1.073153224
2357,XS844151a,334.0542764,335.0615614,NC(=O)C1CCN(C1)C(=O)C2=CC=C(S2)C=3C=CC(Cl)=CC3,GREEN,15.43,16.722,2.584,1.292,16.076,29.86,32.444,1.086537173,GREEN,14.465,14.677,0.424,0.212,14.571,27.93,28.354,1.015180809,GREEN,19.821,22.18,4.718,2.359,21.0005,38.642,44.36,1.147973707,RED,,,,,,,,
2358,XS844147a,336.1586259,337.1659109,COC=1C=CC(=CC1)NC(=O)NC(C2=NC=CN2C)C=3C=CC=CC3,check,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,,GREEN,6.105,10.119,8.028,4.014,8.112,11.21,19.238,1.716146298
2359,XS840208b,326.1742759,327.1815609,CC=1N=CC=2CC(CCC2N1)NC(=O)N(CC=3C=COC3)C4CC4,GREEN,7.821,10.414,5.186,2.593,9.1175,14.642,19.828,1.354186587,single,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,
2360,XS841418b,331.1817294,332.1890144,CC(COC1CCCC1)CS(=O)(=O)N2CC3(C2)CCCOC3,GREEN,15.915,16.859,1.888,0.944,16.387,30.83,32.718,1.061239053,single,,,,,,,,,check,,,,,,,,,RED,,,,,,,,
2361,XS844142a,331.2259772,332.2332622,CCN(CC)C(=O)C=1C=CC=C(C1)NC(=O)CN2CCCC(C)C2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2362,XS844153a,332.2212261,333.2285111,CCN(CC)C(CNC(=O)C=1C=NN(C1)C(C)(C)C)C2=CC=CO2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,RED,,,,,,,,
2363,XS844148a,332.1055448,333.1128298,CC(NC=1N=CN=C2C1C=NN2C)C=3C=CC=C(C3)S(N)(=O)=O,single,,,,,,,,,check,,,,,,,,,single,,,,,,,,,GREEN,9.101,9.843,1.484,0.742,9.472,17.202,18.686,1.086269038
2364,XS844145a,336.1143781,337.1216631,COCC(C)NC(=O)C1=CSC(=N1)C=2C=CC(OC)=C(C2)OC,single,,,,,,,,,GREEN,12.849,13.087,0.476,0.238,12.968,24.698,25.174,1.019272816,single,,,,,,,,,GREEN,17.449,18.794,2.69,1.345,18.1215,33.898,36.588,1.079355714
2365,XS844155a,333.1589602,334.1662452,N#CC=1C=CC(=NC1)NCC2CCN(CC3=NC=4C=CC=CC4O3)C2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2366,XS842441b,333.1841124,334.1913974,CC=1C=CC(C)=C(C1)C(=O)N2CCN(CC2)C(C#N)C=3C=CC=CC3,GREEN,13.525,14.045,1.04,0.52,13.785,26.05,27.09,1.039923225,single,,,,,,,,,GREEN,17.844,18.385,1.082,0.541,18.1145,34.688,36.77,1.060020756,GREEN,18.298,19.435,2.274,1.137,18.8665,35.596,37.87,1.063883582
2367,XS841286b,336.0676982,337.0749832,O=C(CC1=CC=CO1)NC2CC(=O)N(C2)C=3C=CC(Cl)=C(F)C3,RED,,,,,,,,,RED,,,,,,,,,GREEN,13.011,14.26,2.498,1.249,13.6355,25.022,28.52,1.139796979,RED,,,,,,,,
2368,XS838740b,333.094726,334.102011,CC(C=1C=CC(F)=CC1)S(=O)(=O)N(C)CC=2C=CC(C#N)=NC2,GREEN,14.549,15.43,1.762,0.881,14.9895,28.098,29.86,1.06270909,single,,,,,,,,,GREEN,14.929,15.176,0.494,0.247,15.0525,28.858,30.352,1.051770739,GREEN,20.591,22.748,4.314,2.157,21.6695,40.182,44.496,1.107361505
2369,XS844144a,334.1429758,335.1502608,O=C(NC1CC2(CCC2)OC=3C=CC=CC31)C4=NC=CN5C=CN=C45,single,,,,,,,,,single,,,,,,,,,GREEN,15.891,16.82,1.858,0.929,16.3555,30.782,33.64,1.092846469,GREEN,14.927,15.92,1.986,0.993,15.4235,28.854,30.84,1.068829278
2370,XS844154a,335.1746103,336.1818953,CN1N=CC=2C(=O)NC(CN(C3CC3)C4CCC=5C=CC=CC54)=NC21,GREEN,13.409,13.91,1.002,0.501,13.6595,25.818,26.82,1.038810132,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2371,XS765879b,333.1412595,334.1485445,CCC(=O)N1CCC(C1)NC(=O)NC2=CN(C)N=C2C(F)(F)F,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2372,XS840335b,334.1641052,335.1713902,COC(=O)CC1CN(C(=O)C=2C=CC(=NN2)N(C)C)C3(CC3)CO1,GREEN,8.083,9.066,1.966,0.983,8.5745,15.166,17.132,1.129632072,GREEN,7.78,8.143,0.726,0.363,7.9615,14.56,15.286,1.049862637,GREEN,16.584,17.551,1.934,0.967,17.0675,32.168,35.102,1.091208655,GREEN,15.767,19.214,6.894,3.447,17.4905,30.534,37.428,1.225781096
2373,XS842269b,333.1198781,334.1271631,FC=1C=CC(=CC1)C2=CC=C(CN3CCOCC43CCOC4)S2,check,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2374,XS154725c,335.1633769,336.1706619,CC=1C=CC(O)=C(C1)C(=O)N2CCCC(C2)C3=NC=4C=CC=CC4N3,RED,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2375,XS540853b,334.1905947,335.1978797,CC=1C=C(N)N(N1)C=2C=C(N=CN2)N3CCCC3CC=4C=CC=CC4,GREEN,15.945,16.926,1.962,0.981,16.4355,30.89,32.852,1.063515701,GREEN,17.068,17.759,1.382,0.691,17.4135,33.136,34.518,1.041706905,check,,,,,,,,,GREEN,18.298,18.794,0.992,0.496,18.546,35.596,36.588,1.0278683
2376,XS844152a,334.1128988,335.1201838,CC(NC(=O)NC=1C=CC(F)=CC1F)C=2C=CC=3OCCOC3C2,GREEN,12.276,13.544,2.536,1.268,12.91,23.552,26.088,1.10767663,single,,,,,,,,,single,,,,,,,,,GREEN,13.044,17.802,9.516,4.758,15.423,25.088,34.604,1.379304847
2377,XS841232b,337.1147927,338.1220777,CC1(C)CN(CC=2C=CC(F)=CC21)C(=O)CC3C=CS(=O)(=O)C3,GREEN,11.958,12.822,1.728,0.864,12.39,22.916,24.644,1.07540583,single,,,,,,,,,GREEN,15.891,16.526,1.27,0.635,16.2085,30.782,33.052,1.073744396,GREEN,20.392,27.903,15.022,7.511,24.1475,39.784,54.806,1.37758898
2378,XS840510b,340.07864,341.085925,CC(CN1CCN(C)CC1)OC(=O)C=2C=CC=CC2Br,RED,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,5.746,6.056,0.62,0.31,5.901,10.492,11.112,1.059092642
2379,XS844158a,338.1378904,339.1451754,CC=1C=CC=2OC(=CC2N1)C(=O)N3CCCC3C4=NOC(=N4)C5CC5,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2380,XS844166a,336.183778,337.191063,CC1=CC(C)=CC(=C1)C2(CC2)C(=O)NC3CCCC=4NC(=O)C=CC43,single,,,,,,,,,GREEN,11.055,11.906,1.702,0.851,11.4805,21.11,22.812,1.080625296,GREEN,19.891,22.212,4.642,2.321,21.0515,38.782,44.424,1.145479862,GREEN,13.397,14.27,1.746,0.873,13.8335,25.794,27.54,1.067690161
2381,XS837626b,337.1426415,338.1499265,O=C(O)C(CNCC=1C=C(NN1)C=2C=CC=CC2)OC=3C=CC=CC3,single,,,,,,,,,GREEN,5.802,6.19,0.776,0.388,5.996,10.604,11.38,1.073179932,single,,,,,,,,,single,,,,,,,,
2382,XS844168a,337.1557047,338.1629897,CC(=O)NCC1CCCN(C1)C(=O)NCCC=2C=CC=C(Cl)C2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,10.244,10.475,0.462,0.231,10.3595,19.488,19.95,1.023706897
2383,XS841302b,339.1807583,340.1880433,NC=1N=CN=C2C1N=CN2C3CCN(CC4=CON=C4C5CCC5)C3,single,,,,,,,,,single,,,,,,,,,RED,,,,,,,,,GREEN,6.406,24.113,35.414,17.707,15.2595,11.812,47.226,3.998137487
2384,XS844162a,338.1630426,339.1703276,CC(=O)NC=1C=CC=CC1OCC(=O)NC2CCCC=3C=CC=CC32,single,,,,,,,,,GREEN,10.924,11.309,0.77,0.385,11.1165,20.848,21.618,1.036933998,GREEN,12.692,12.914,0.444,0.222,12.803,24.384,25.828,1.05921916,GREEN,12.151,12.534,0.766,0.383,12.3425,23.302,24.068,1.032872715
2385,XS844167a,339.108228,340.115513,O=C(NCC(O)COC=1C=CC=C(C1)C(F)(F)F)C=2C=CC=CC2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2386,XS844169a,340.1092927,341.1165777,COC(=O)C=1C=CC(=CC1)S(=O)(=O)NC(C)C(=O)N2CCCC2,GREEN,12.602,17.063,8.922,4.461,14.8325,24.204,33.126,1.368616758,single,,,,,,,,,GREEN,15.235,15.648,0.826,0.413,15.4415,29.47,31.296,1.061961317,RED,,,,,,,,
2387,XS844163a,339.0695921,340.0768771,CC=1C=CC(=CC1)S(=O)(=O)NCC(CO)C=2C=CC(Cl)=CC2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,15.442,16.169,1.454,0.727,15.8055,29.884,31.338,1.048654799
2388,XS844157a,337.0425889,338.0498739,CC1=CC(=NO1)NC(=O)C(C)NC=2C=CC(Br)=C(C)C2,GREEN,12.775,15.634,5.718,2.859,14.2045,24.55,30.268,1.232912424,GREEN,12.44,12.849,0.818,0.409,12.6445,23.88,24.698,1.034254606,GREEN,11.504,12.003,0.998,0.499,11.7535,22.008,24.006,1.090785169,GREEN,14.375,18.365,7.98,3.99,16.37,27.75,35.73,1.287567568
2389,XS844156a,339.194677,340.201962,CCC(=O)NC=1C=CC=C(C1)NC(=O)C(C=2C=CC=CC2)N(C)CC,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2390,XS447365b,340.1535405,341.1608255,O=C(CN1C(=O)C=NC=2C=CC=CC21)N3CCCC3C(=O)NC4CC4,single,,,,,,,,,single,,,,,,,,,RED,,,,,,,,,single,,,,,,,,
2391,XS796940b,339.1582915,340.1655765,CC1OC=2C=CC=CC2N(CCC(=O)NCCC=3C=CC=NC3)C1=O,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,27.271,27.463,0.384,0.192,27.367,53.542,53.926,1.00717194
2392,XS844161a,339.1331394,340.1404244,CC1=CC=NC2=NC(=NN12)C(=O)OC(C)C(=O)NCC=3C=CC=CC3,single,,,,,,,,,GREEN,10.924,11.66,1.472,0.736,11.292,20.848,22.32,1.070606293,GREEN,17.708,18.189,0.962,0.481,17.9485,34.416,36.378,1.057008368,RED,,,,,,,,
2393,XS844164a,339.1695249,340.1768099,O=C(NC1CCCN(C1)C=2N=CC=CN2)C3=CC=4CCCC4NC3=O,single,,,,,,,,,GREEN,11.309,11.584,0.55,0.275,11.4465,21.618,22.168,1.025441761,GREEN,18.68,21.49,5.62,2.81,20.085,36.36,42.98,1.182068207,single,,,,,,,,
2394,XS844159a,337.179027,338.186312,CC(C)C1=CC(=NO1)C(=O)N2CCCCC2C3=CC=4C=CC=CC4N3,check,,,,,,,,,GREEN,15.012,15.739,1.454,0.727,15.3755,29.024,30.478,1.050096472,GREEN,15.393,16.839,2.892,1.446,16.116,29.786,33.678,1.130665413,single,,,,,,,,
2395,XS839947b,338.1994281,339.2067131,O=C(NCC=1C=CC2=CC=CC=C2C1)NC3CCCC43CCOCC4,GREEN,12.372,12.63,0.516,0.258,12.501,23.744,24.26,1.021731806,GREEN,13.002,14.302,2.6,1.3,13.652,25.004,27.604,1.103983363,GREEN,13.789,14.635,1.692,0.846,14.212,26.578,29.27,1.101286779,GREEN,15.404,16.199,1.59,0.795,15.8015,29.808,31.398,1.053341385
2396,XS788952b,340.1647739,341.1720589,CC(C)C1=NC(=NO1)C2CCCN(C2)C(=O)C=3C=CC=4NN=NC4C3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,13.657,14.937,2.56,1.28,14.297,26.314,28.874,1.097286615
2397,XS844165a,340.1423071,341.1495921,CC1=CC=C(C(=O)N2CCCC2C=3C=CC=4OCCOC4C3)C(=O)N1,single,,,,,,,,,single,,,,,,,,,GREEN,16.008,24.33,16.644,8.322,20.169,31.016,48.66,1.568867681,GREEN,13.044,13.657,1.226,0.613,13.3505,25.088,26.314,1.048867985
2398,XS719174b,337.2154125,338.2226975,CC(C(=O)NC=1C=CC=CC1)N2CCN(CCC=3C=CC=CC3)CC2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
2399,XS844160a,338.1212751,339.1285601,CC=1C(F)=CC=CC1S(=O)(=O)N2CCCC(CN3C=NC=N3)C2,RED,,,,,,,,,RED,,,,,,,,,GREEN,13.294,15.492,4.396,2.198,14.393,25.588,30.984,1.2108801,RED,,,,,,,,
2400,XS837803b,338.1491238,339.1564088,CN1C=NC=2N=C(N=C(O)C21)NCC3(CCC(=O)N3)C=4C=CC=CC4,single,,,,,,,,,GREEN,7.78,8.277,0.994,0.497,8.0285,14.56,15.554,1.068269231,single,,,,,,,,,GREEN,9.9,21.066,22.332,11.166,15.483,18.8,41.132,2.18787234
